SKU	AUCTION TYPE	ITEM NUMBER	LIST TIMESTAMP	ERRORS	
KT2019RD	FixedPriceItem	300888547279	2013-04-10T09:27:03.403Z	

LB5012BL	FixedPriceItem	360633382879	2013-04-10T09:27:09.106Z	

LI0632	FixedPriceItem	360633382944	2013-04-10T09:27:15.851Z	

LI6280	FixedPriceItem	360633382967	2013-04-10T09:27:22.195Z	

LJ2176	FixedPriceItem	310648748133	2013-04-10T09:27:29.105Z	

LJ2314	FixedPriceItem	310648748167	2013-04-10T09:27:35.854Z	

MF3301	FixedPriceItem	360633383048	2013-04-10T09:27:42.871Z	

MS0201	FixedPriceItem	310648748230	2013-04-10T09:27:49.892Z	

MS2433	FixedPriceItem	300888547586	2013-04-10T09:27:56.401Z	

MX3520	FixedPriceItem	360633383134	2013-04-10T09:28:03.983Z	

NF8003GR	FixedPriceItem	360633383160	2013-04-10T09:28:11.179Z	

NK2824	FixedPriceItem	310648748329	2013-04-10T09:28:17.842Z	

NL3069	FixedPriceItem	310648748347	2013-04-10T09:28:24.606Z	

NL3069PU	FixedPriceItem	360633383241	2013-04-10T09:28:31.298Z	

NL3088	FixedPriceItem	300888547834	2013-04-10T09:28:37.760Z	

NL3099BR	FixedPriceItem	310648748410	2013-04-10T09:28:44.468Z	

OM3212	FixedPriceItem	360633383310	2013-04-10T09:28:50.411Z	

PB0025	FixedPriceItem	360633383350	2013-04-10T09:28:59.277Z	

PB9998RD	FixedPriceItem	310648748491	2013-04-10T09:29:06.375Z	

PC0384	FixedPriceItem	300888548056	2013-04-10T09:29:12.695Z	

PF0016	FixedPriceItem	300888548083	2013-04-10T09:29:19.118Z	

PF0016WT	FixedPriceItem	360633383465	2013-04-10T09:29:25.849Z	

PF0146BL	FixedPriceItem	300888548145	2013-04-10T09:29:32.808Z	

PF0150	FixedPriceItem	360633383685	2013-04-10T09:29:39.830Z	

PH0855	FixedPriceItem	300888548228	2013-04-10T09:29:46.992Z	

PK0140	FixedPriceItem	360633383743	2013-04-10T09:29:53.335Z	

PM0910	FixedPriceItem	360633383777	2013-04-10T09:30:00.086Z	

PN3712	FixedPriceItem	300888548326	2013-04-10T09:30:05.630Z	

PN3742	FixedPriceItem	310648748737	2013-04-10T09:30:12.322Z	

PN3766	FixedPriceItem	310648748770	2013-04-10T09:30:18.641Z	

PP1500BK	FixedPriceItem	360633383887	2013-04-10T09:30:24.819Z	

PT1011	FixedPriceItem	NOT LISTED	2013-04-10T09:30:32.423Z	Java script not allowed.	

RBA215YL	FixedPriceItem	310648748861	2013-04-10T09:30:39.614Z	

RC0450YL	FixedPriceItem	360633383999	2013-04-10T09:30:45.794Z	

RC3425	FixedPriceItem	360633384038	2013-04-10T09:30:53.301Z	

RC3425BL	FixedPriceItem	360633384094	2013-04-10T09:30:59.818Z	

RC3425GR	FixedPriceItem	360633384128	2013-04-10T09:31:06.393Z	

RC3427	FixedPriceItem	310648749021	2013-04-10T09:31:13.320Z	

RC3427BL	FixedPriceItem	300888548622	2013-04-10T09:31:18.963Z	

RC3427YL	FixedPriceItem	300888548648	2013-04-10T09:31:25.420Z	

RG1250HX	FixedPriceItem	360633384207	2013-04-10T09:31:32.394Z	

RK3265	FixedPriceItem	300888548701	2013-04-10T09:31:39.256Z	

RP1914RD	FixedPriceItem	360633384336	2013-04-10T09:31:45.906Z	

RP7412	FixedPriceItem	360633384364	2013-04-10T09:31:53.151Z	

RZ9134	FixedPriceItem	300888548779	2013-04-10T09:31:59.409Z	

SB0110	FixedPriceItem	300888548804	2013-04-10T09:32:06.465Z	

SF0029	FixedPriceItem	310648749261	2013-04-10T09:32:12.944Z	

SF0049PK	FixedPriceItem	310648749294	2013-04-10T09:32:19.613Z	

SG0098	FixedPriceItem	310648749317	2013-04-10T09:32:26.438Z	

SK0130	FixedPriceItem	310648749343	2013-04-10T09:32:33.071Z	

SM0403	FixedPriceItem	310648749376	2013-04-10T09:32:40.178Z	

SP4012	FixedPriceItem	360633384621	2013-04-10T09:32:47.079Z	

SP4540	FixedPriceItem	360633384658	2013-04-10T09:32:53.935Z	

SP8600	FixedPriceItem	360633384685	2013-04-10T09:33:00.894Z	

SQ4635GR	FixedPriceItem	300888549096	2013-04-10T09:33:07.607Z	

SQ4635YL	FixedPriceItem	360633384741	2013-04-10T09:33:14.598Z	

SQ4666	FixedPriceItem	300888549144	2013-04-10T09:33:21.490Z	

ST0160RD	FixedPriceItem	360633384798	2013-04-10T09:33:28.784Z	

ST4120BK	FixedPriceItem	310648749696	2013-04-10T09:33:35.872Z	

ST4156SL	FixedPriceItem	360633384855	2013-04-10T09:33:42.734Z	

SW4117BK	FixedPriceItem	310648749798	2013-04-10T09:33:49.551Z	

SW4156BK	FixedPriceItem	360633384916	2013-04-10T09:33:56.275Z	

SX1502	FixedPriceItem	310648749862	2013-04-10T09:34:02.587Z	

SX1502DP	FixedPriceItem	310648749889	2013-04-10T09:34:08.913Z	

SX1502PK	FixedPriceItem	300888549334	2013-04-10T09:34:14.828Z	

SX2801WT	FixedPriceItem	300888549353	2013-04-10T09:34:21.032Z	

T60700	FixedPriceItem	310648749959	2013-04-10T09:34:27.739Z	

TF0550	FixedPriceItem	310648749990	2013-04-10T09:34:34.753Z	

TL0300	FixedPriceItem	310648750014	2013-04-10T09:34:41.591Z	

TL4017	FixedPriceItem	300888549456	2013-04-10T09:34:47.992Z	

TL7670	FixedPriceItem	310648750062	2013-04-10T09:34:54.712Z	

TO0002YLYL	FixedPriceItem	360633385343	2013-04-10T09:35:01.793Z	

TR1580	FixedPriceItem	300888549536	2013-04-10T09:35:08.017Z	

TR4912	FixedPriceItem	300888549560	2013-04-10T09:35:13.393Z	

TR5042	FixedPriceItem	360633385463	2013-04-10T09:35:20.496Z	

TR5147	FixedPriceItem	310648750207	2013-04-10T09:35:27.501Z	

TS1308BL	FixedPriceItem	360633385518	2013-04-10T09:35:33.068Z	

TT0002YL	FixedPriceItem	310648750269	2013-04-10T09:35:40.001Z	

TV2304	FixedPriceItem	300888549696	2013-04-10T09:35:46.447Z	

TV6478	FixedPriceItem	360633385583	2013-04-10T09:35:53.429Z	

UC0140BK	FixedPriceItem	360633385612	2013-04-10T09:35:59.926Z	

UC0140GK	FixedPriceItem	360633385637	2013-04-10T09:36:05.904Z	

VT5735	FixedPriceItem	300888549795	2013-04-10T09:36:12.640Z	

VT5818	FixedPriceItem	300888549813	2013-04-10T09:36:18.814Z	

VT5818BK	FixedPriceItem	360633385710	2013-04-10T09:36:25.462Z	

VT5818WD	FixedPriceItem	310648750497	2013-04-10T09:36:31.914Z	

WA9007	FixedPriceItem	300888549895	2013-04-10T09:36:38.339Z	

WA9007BK	FixedPriceItem	360633385785	2013-04-10T09:36:44.781Z	

WB7500	FixedPriceItem	300888549937	2013-04-10T09:36:50.906Z	

WB7500BL	FixedPriceItem	360633385829	2013-04-10T09:36:56.870Z	

WB7500YL	FixedPriceItem	360633385857	2013-04-10T09:37:04.369Z	

WD8513BL	FixedPriceItem	360633385891	2013-04-10T09:37:11.078Z	

WD8513GS	FixedPriceItem	310648750691	2013-04-10T09:37:17.072Z	

WD8513YQ	FixedPriceItem	300888550073	2013-04-10T09:37:23.560Z	

WD9953	FixedPriceItem	310648750742	2013-04-10T09:37:30.227Z	

WD9953DB	FixedPriceItem	310648750760	2013-04-10T09:37:36.949Z	

WF8804RD	FixedPriceItem	310648750787	2013-04-10T09:37:43.299Z	

WK0668	FixedPriceItem	300888550147	2013-04-10T09:37:49.483Z	

WM1180BK	FixedPriceItem	360633386205	2013-04-10T09:37:56.036Z	

WU5998	FixedPriceItem	310648750845	2013-04-10T09:38:02.635Z	

WU5998YL	FixedPriceItem	310648750878	2013-04-10T09:38:08.830Z	

WW0150BL	FixedPriceItem	360633386277	2013-04-10T09:38:15.211Z	

XV6380	FixedPriceItem	310648750934	2013-04-10T09:38:21.633Z	

XV6380	FixedPriceItem	NOT LISTED	2013-04-10T09:38:27.207Z	Listing violates the Duplicate Listing policy.	

XV6448YL	FixedPriceItem	360633386408	2013-04-10T09:38:33.600Z	

YV6619BL	FixedPriceItem	360633386435	2013-04-10T09:38:39.949Z	

YV6619RD	FixedPriceItem	360633386454	2013-04-10T09:38:46.286Z	

YW6683	FixedPriceItem	360633386501	2013-04-10T09:38:54.099Z	

ZT9057YL	FixedPriceItem	300888550422	2013-04-10T09:39:00.749Z	
BC559A	FixedPriceItem	NOT LISTED	2013-04-21T13:43:12.011Z	Schema XML request error.	
BC559A	FixedPriceItem	300893996030	2013-04-21T14:37:52.232Z	

BR1050	FixedPriceItem	310655926920	2013-04-21T14:37:58.262Z	

BT5500	FixedPriceItem	300893996098	2013-04-21T14:38:04.415Z	

BZ7791YL	FixedPriceItem	310655927000	2013-04-21T14:38:10.346Z	

CH9001	FixedPriceItem	300893996163	2013-04-21T14:38:16.654Z	

CP6200GR	FixedPriceItem	310655927096	2013-04-21T14:38:22.645Z	

DT0320	FixedPriceItem	360641158715	2013-04-21T14:38:28.996Z	

GK2000	FixedPriceItem	310655927181	2013-04-21T14:38:34.960Z	

GW9140	FixedPriceItem	300893996300	2013-04-21T14:38:41.154Z	

HB1003	FixedPriceItem	360641158908	2013-04-21T14:38:47.212Z	

HX0086	FixedPriceItem	310655927290	2013-04-21T14:38:53.055Z	

PN3712	FixedPriceItem	310655927329	2013-04-21T14:38:59.289Z	

RG1250GE	FixedPriceItem	300893996421	2013-04-21T14:39:05.367Z	

RK6429	FixedPriceItem	360641159037	2013-04-21T14:39:11.714Z	

RP7412	FixedPriceItem	310655927457	2013-04-21T14:39:19.706Z	

SK0990	FixedPriceItem	300893996568	2013-04-21T14:39:25.351Z	

SP4540	FixedPriceItem	310655927523	2013-04-21T14:39:33.179Z	

TR1580	FixedPriceItem	360641159154	2013-04-21T14:39:39.059Z	

UC0140GK	FixedPriceItem	360641159198	2013-04-21T14:39:44.838Z	
TR3005	FixedPriceItem	360652154831	2013-05-08T04:56:49.617Z	

BS0120	FixedPriceItem	310666592248	2013-05-08T04:56:55.817Z	

PL2006	FixedPriceItem	360652154859	2013-05-08T04:57:01.780Z	

MP2650	FixedPriceItem	310666592286	2013-05-08T04:57:07.770Z	

DT5190	FixedPriceItem	300902475691	2013-05-08T04:57:14.329Z	

ME0001RD	FixedPriceItem	310666592349	2013-05-08T04:57:21.765Z	

EC8785	FixedPriceItem	300902475732	2013-05-08T04:57:28.328Z	

LX0410GR	FixedPriceItem	310666592386	2013-05-08T04:57:35.405Z	

AH0606	FixedPriceItem	360652154962	2013-05-08T04:57:41.159Z	

NL2954	FixedPriceItem	300902475789	2013-05-08T04:57:47.218Z	

CH9001BL	FixedPriceItem	300902475816	2013-05-08T04:57:53.473Z	

SW0412	FixedPriceItem	310666592455	2013-05-08T04:57:59.308Z	

CT8021	FixedPriceItem	360652155019	2013-05-08T04:58:05.118Z	

TC7600	FixedPriceItem	300902475862	2013-05-08T04:58:11.168Z	

DC0303	FixedPriceItem	310666592544	2013-05-08T04:58:24.579Z	

RS0070	FixedPriceItem	310666592559	2013-05-08T04:58:30.378Z	

RT5914	FixedPriceItem	310666592579	2013-05-08T04:58:37.641Z	

SK7020	FixedPriceItem	300902475936	2013-05-08T04:58:44.034Z	

BG8050YL	FixedPriceItem	360652155265	2013-05-08T04:58:49.910Z	

PT1011	FixedPriceItem	NOT LISTED	2013-05-08T04:58:54.192Z	Java script not allowed.	

MT1516	FixedPriceItem	310666592656	2013-05-08T04:58:59.975Z	

UC0140RK	FixedPriceItem	310666592668	2013-05-08T04:59:05.598Z	

BC1200RD	FixedPriceItem	310666592677	2013-05-08T04:59:11.381Z	

RP0746	FixedPriceItem	300902476026	2013-05-08T04:59:16.977Z	

GE0021	FixedPriceItem	360652155392	2013-05-08T04:59:22.767Z	

BNC001	FixedPriceItem	300902476060	2013-05-08T04:59:28.157Z	

JY2120	FixedPriceItem	360652155418	2013-05-08T04:59:33.928Z	

RC0022GR	FixedPriceItem	360652155431	2013-05-08T04:59:39.717Z	

EV4320BK	FixedPriceItem	360652155443	2013-05-08T04:59:45.425Z	

GX2125	FixedPriceItem	360652155455	2013-05-08T04:59:51.272Z	

PH4950	FixedPriceItem	300902476136	2013-05-08T04:59:56.649Z	
HD2730	FixedPriceItem	300905932594	2013-05-15T04:09:29.494Z	Add product details to this listing.	

RP4426	FixedPriceItem	300905932607	2013-05-15T04:09:35.965Z	

RP4306	FixedPriceItem	300905932622	2013-05-15T04:09:41.429Z	

CA8109	FixedPriceItem	360657190956	2013-05-15T04:09:47.354Z	

BG1819	FixedPriceItem	300905932641	2013-05-15T04:09:52.871Z	

BG1861	FixedPriceItem	360657191046	2013-05-15T04:09:59.043Z	

BG3731	FixedPriceItem	310670004651	2013-05-15T04:10:05.458Z	

BM2846	FixedPriceItem	310670004674	2013-05-15T04:10:13.886Z	

PL2513	FixedPriceItem	310670004695	2013-05-15T04:10:19.658Z	

BS2250PK	FixedPriceItem	360657191175	2013-05-15T04:10:25.496Z	

SW0412BL	FixedPriceItem	360657191201	2013-05-15T04:10:31.416Z	

FL8200	FixedPriceItem	360657191224	2013-05-15T04:10:37.340Z	

PT1011	FixedPriceItem	NOT LISTED	2013-05-15T04:10:41.679Z	Java script not allowed.	

FD9087	FixedPriceItem	300905932813	2013-05-15T04:10:47.264Z	

CZ8011	FixedPriceItem	300905932827	2013-05-15T04:10:53.046Z	

BG1196	FixedPriceItem	300905932833	2013-05-15T04:10:57.746Z	

BV0160	FixedPriceItem	300905932850	2013-05-15T04:11:03.496Z	

VT5687	FixedPriceItem	310670004830	2013-05-15T04:11:09.628Z	

RP4483	FixedPriceItem	310670004846	2013-05-15T04:11:15.493Z	

EB8672	FixedPriceItem	300905932890	2013-05-15T04:11:21.162Z	

BM6015	FixedPriceItem	360657191382	2013-05-15T04:11:27.143Z	

TY1030	FixedPriceItem	310670004941	2013-05-15T04:11:33.076Z	

TY1035	FixedPriceItem	360657191432	2013-05-15T04:11:38.846Z	

JH1678	FixedPriceItem	360657191441	2013-05-15T04:11:44.811Z	

JH1530	FixedPriceItem	300905932984	2013-05-15T04:11:51.693Z	

JG1395	FixedPriceItem	360657191488	2013-05-15T04:11:57.558Z	

LJ2226	FixedPriceItem	300905933005	2013-05-15T04:12:02.050Z	

TR7542	FixedPriceItem	360657191512	2013-05-15T04:12:07.976Z	

XJ0300	FixedPriceItem	360657191522	2013-05-15T04:12:13.840Z	
MK2564	FixedPriceItem	310676738130	2013-05-26T09:49:19.797Z	

DG6441	FixedPriceItem	310676738148	2013-05-26T09:49:28.085Z	

HL1133	FixedPriceItem	310676738174	2013-05-26T09:49:37.638Z	

FT0001	FixedPriceItem	360664764409	2013-05-26T09:49:46.776Z	

RG1250RD	FixedPriceItem	300911242469	2013-05-26T09:50:09.605Z	

RS0110	FixedPriceItem	310676738393	2013-05-26T09:50:26.513Z	

XV6365BL	FixedPriceItem	360664764567	2013-05-26T09:50:32.893Z	

PT1011	FixedPriceItem	NOT LISTED	2013-05-26T09:50:38.395Z	Java script not allowed.	

UC5200	FixedPriceItem	310676738454	2013-05-26T09:50:44.927Z	

HD1806	FixedPriceItem	310676738474	2013-05-26T09:50:53.044Z	

SK0130	FixedPriceItem	310676738496	2013-05-26T09:51:00.755Z	

KI2046	FixedPriceItem	310676738522	2013-05-26T09:51:08.262Z	

RP1914	FixedPriceItem	310676738625	2013-05-26T09:51:21.979Z	

JG1439	FixedPriceItem	310676738655	2013-05-26T09:51:30.734Z	
HE9748	FixedPriceItem	360666721155	2013-05-29T09:41:31.650Z	

PC3005BL	FixedPriceItem	300912766379	2013-05-29T09:41:37.541Z	

BC5590XY	FixedPriceItem	360666721197	2013-05-29T09:41:43.133Z	

TR4917	FixedPriceItem	360666721235	2013-05-29T09:41:48.843Z	

CC5500	FixedPriceItem	NOT LISTED	2013-05-29T09:41:54.087Z	Listing violates the Duplicate Listing policy.	

FS0085X70	FixedPriceItem	360666721394	2013-05-29T09:41:59.708Z	

CS0048	FixedPriceItem	NOT LISTED	2013-05-29T09:42:04.621Z	Listing violates the Duplicate Listing policy.	

WM1170BK	FixedPriceItem	NOT LISTED	2013-05-29T09:42:09.619Z	Listing violates the Duplicate Listing policy.	Add product details to this listing.	

BY7627	FixedPriceItem	360666721624	2013-05-29T09:42:15.173Z	

G3085WT	FixedPriceItem	NOT LISTED	2013-05-29T09:42:19.953Z	Listing violates the Duplicate Listing policy.	

DS0082	FixedPriceItem	300912766569	2013-05-29T09:42:24.619Z	

DC3019	FixedPriceItem	310678615533	2013-05-29T09:42:30.742Z	

TY0150	FixedPriceItem	360666721721	2013-05-29T09:42:36.392Z	

DC3004	FixedPriceItem	NOT LISTED	2013-05-29T09:42:41.439Z	Listing violates the Duplicate Listing policy.	

FD9317	FixedPriceItem	360666721761	2013-05-29T09:42:47.388Z	

LK7588	FixedPriceItem	310678615673	2013-05-29T09:42:53.273Z	

GF8881	FixedPriceItem	300912766718	2013-05-29T09:42:58.571Z	

BV0150	FixedPriceItem	300912766729	2013-05-29T09:43:03.738Z	

JY2119	FixedPriceItem	360666721840	2013-05-29T09:43:09.284Z	

BCHAR1	FixedPriceItem	360666721868	2013-05-29T09:43:14.801Z	

TB0017HT	FixedPriceItem	310678615778	2013-05-29T09:43:19.422Z	

SX1502PK	FixedPriceItem	360666721913	2013-05-29T09:43:25.123Z	
GE9485	FixedPriceItem	310681999169	2013-06-03T23:48:52.430Z	

KI1927	FixedPriceItem	300915287365	2013-06-03T23:48:59.161Z	

TR4917	FixedPriceItem	300915287400	2013-06-03T23:49:04.722Z	

TV6478	FixedPriceItem	300915287424	2013-06-03T23:49:10.438Z	

YG5024	FixedPriceItem	360670171020	2013-06-03T23:49:15.364Z	

CT0056	FixedPriceItem	300915287465	2013-06-03T23:49:22.706Z	

CS0048	FixedPriceItem	300915287483	2013-06-03T23:49:29.094Z	

CYPWCAMN2	FixedPriceItem	300915287521	2013-06-03T23:49:34.811Z	Add product details to this listing.	

VS5588	FixedPriceItem	300915287549	2013-06-03T23:49:40.393Z	

RS0110	FixedPriceItem	360670171119	2013-06-03T23:49:45.593Z	

AH0224	FixedPriceItem	310682001091	2013-06-03T23:49:51.475Z	

GE9504	FixedPriceItem	310682001216	2013-06-03T23:49:57.695Z	

RS0070	FixedPriceItem	310682001274	2013-06-03T23:50:03.924Z	

BZ7791	FixedPriceItem	310682001331	2013-06-03T23:50:08.805Z	

PN3742	FixedPriceItem	300915287707	2013-06-03T23:50:14.453Z	

